Div;Date;HomeTeam;AwayTeam;FTHG;FTAG;FTR;HTHG;HTAG;HTR;HS;AS;HST;AST;HF;AF;HC;AC;HY;AY;HR;AR
P1;29/01/2019;Sp Braga;Santa Clara;1;0;H;0;0;D;16;12;2;2;19;16;5;4;2;1;0;0
P1;30/01/2019;Porto;Belenenses;3;0;H;2;0;H;17;12;8;2;18;17;4;2;1;2;0;1
P1;30/01/2019;Setubal;Sp Lisbon;1;1;D;1;0;H;10;23;5;9;20;18;4;9;4;6;0;1
P1;01/02/2019;Rio Ave;Tondela;2;2;D;1;1;D;7;13;4;4;23;16;5;7;4;4;1;1
P1;02/02/2019;Aves;Sp Braga;0;2;A;0;0;D;7;13;0;5;20;13;3;5;3;4;0;0
P1;02/02/2019;Boavista;Feirense;2;0;H;0;0;D;12;7;7;1;16;21;4;4;4;4;0;0
P1;02/02/2019;Chaves;Maritimo;1;0;H;0;0;D;11;9;3;2;22;19;7;6;2;4;0;0
P1;03/02/2019;Guimaraes;Porto;0;0;D;0;0;D;8;22;3;6;19;19;1;9;1;4;0;0
P1;03/02/2019;Nacional;Setubal;0;0;D;0;0;D;16;8;1;2;20;21;8;5;2;4;0;0
P1;03/02/2019;Santa Clara;Portimonense;2;1;H;1;1;D;23;14;11;6;7;12;7;6;2;1;0;1
P1;03/02/2019;Sp Lisbon;Benfica;2;4;A;1;2;A;17;13;6;7;21;26;5;4;5;2;0;1
P1;04/02/2019;Belenenses;Moreirense;0;1;A;0;0;D;7;14;3;4;16;16;3;7;2;1;0;0
P1;08/02/2019;Moreirense;Porto;1;1;D;0;0;D;14;13;2;3;19;9;4;8;4;0;0;0
P1;09/02/2019;Maritimo;Aves;0;1;A;0;1;A;8;14;0;4;18;19;4;8;2;2;0;0
P1;09/02/2019;Portimonense;Rio Ave;0;1;A;0;1;A;14;8;4;3;31;21;4;4;5;1;1;0
P1;09/02/2019;Tondela;Guimaraes;1;0;H;0;0;D;12;10;5;3;19;12;8;3;2;1;0;0
P1;10/02/2019;Benfica;Nacional;10;0;H;3;0;H;24;5;14;2;13;13;8;2;1;0;0;0
P1;10/02/2019;Boavista;Santa Clara;1;0;H;0;0;D;13;10;1;4;16;16;5;3;1;1;0;0
P1;10/02/2019;Feirense;Sp Lisbon;1;3;A;0;1;A;10;6;5;5;19;25;8;6;6;2;0;0
P1;10/02/2019;Sp Braga;Chaves;2;1;H;0;0;D;15;9;6;2;10;10;8;3;2;2;0;0
P1;11/02/2019;Setubal;Belenenses;0;0;D;0;0;D;8;9;3;2;26;18;5;2;2;3;0;1
P1;15/02/2019;Rio Ave;Santa Clara;1;2;A;1;1;D;15;9;4;4;16;14;7;0;2;2;0;0
P1;16/02/2019;Guimaraes;Portimonense;2;0;H;1;0;H;14;9;9;1;13;23;2;3;2;4;0;0
P1;16/02/2019;Nacional;Feirense;4;0;H;1;0;H;12;6;6;0;17;17;2;5;1;4;0;0
P1;16/02/2019;Porto;Setubal;2;0;H;1;0;H;20;3;6;0;16;7;7;2;3;5;0;1
P1;17/02/2019;Belenenses;Maritimo;0;1;A;0;0;D;15;14;1;5;14;17;6;3;4;1;0;0
P1;17/02/2019;Chaves;Boavista;1;1;D;1;0;H;14;13;3;5;14;12;10;8;2;2;0;0
P1;17/02/2019;Moreirense;Tondela;2;0;H;1;0;H;12;8;5;2;14;18;7;9;2;1;0;0
P1;17/02/2019;Sp Lisbon;Sp Braga;3;0;H;1;0;H;13;5;7;1;21;18;5;2;5;3;0;0
P1;18/02/2019;Aves;Benfica;0;3;A;0;2;A;15;12;4;6;15;16;8;6;1;3;0;1
P1;22/02/2019;Sp Braga;Belenenses;0;2;A;0;1;A;17;6;5;4;10;10;12;3;1;3;0;0
P1;22/02/2019;Tondela;Porto;0;3;A;0;1;A;11;15;2;5;13;25;3;6;1;1;0;0
P1;23/02/2019;Feirense;Moreirense;1;3;A;0;2;A;11;10;4;5;24;17;5;5;2;0;0;0
P1;23/02/2019;Portimonense;Aves;1;1;D;0;1;A;11;7;5;2;15;21;5;6;2;3;0;0
P1;23/02/2019;Setubal;Guimaraes;1;1;D;0;1;A;14;21;5;6;16;19;5;7;2;4;0;1
P1;24/02/2019;Boavista;Rio Ave;1;0;H;1;0;H;7;16;5;4;21;20;4;10;4;5;0;2
P1;24/02/2019;Santa Clara;Nacional;2;0;H;0;0;D;7;13;3;3;22;12;7;3;3;4;0;1
P1;25/02/2019;Benfica;Chaves;4;0;H;3;0;H;25;5;11;2;12;14;5;2;3;3;0;0
P1;25/02/2019;Maritimo;Sp Lisbon;0;0;D;0;0;D;6;17;2;5;17;11;1;7;5;5;0;1
P1;01/03/2019;Aves;Boavista;2;0;H;0;0;D;22;3;7;1;14;19;4;3;2;3;0;0
P1;02/03/2019;Moreirense;Setubal;1;1;D;1;1;D;14;5;2;1;19;16;8;3;2;4;1;0
P1;02/03/2019;Nacional;Tondela;3;2;H;1;1;D;19;13;6;4;11;22;8;7;2;4;0;0
P1;02/03/2019;Porto;Benfica;1;2;A;1;1;D;21;9;7;4;12;21;4;3;2;6;0;1
P1;03/03/2019;Belenenses;Feirense;4;0;H;2;0;H;12;13;6;2;18;22;3;1;1;1;0;0
P1;03/03/2019;Chaves;Santa Clara;0;0;D;0;0;D;11;7;2;1;22;18;9;3;2;3;0;0
P1;03/03/2019;Rio Ave;Sp Braga;1;2;A;0;0;D;8;14;2;3;11;17;1;6;3;4;1;0
P1;03/03/2019;Sp Lisbon;Portimonense;3;1;H;2;1;H;15;15;5;7;20;18;8;7;3;2;0;0
P1;04/03/2019;Guimaraes;Maritimo;1;0;H;0;0;D;18;15;7;4;20;9;11;6;4;1;0;0
P1;08/03/2019;Chaves;Rio Ave;1;1;D;0;1;A;20;7;5;1;18;17;11;5;4;8;0;1
P1;09/03/2019;Boavista;Sp Lisbon;1;2;A;1;1;D;7;22;2;4;23;15;7;11;4;1;0;0
P1;09/03/2019;Maritimo;Moreirense;3;2;H;1;2;A;12;15;4;5;24;17;4;4;2;1;0;0
P1;09/03/2019;Sp Braga;Guimaraes;1;0;H;1;0;H;10;11;6;3;25;16;5;8;1;2;0;0
P1;10/03/2019;Feirense;Porto;1;2;A;1;2;A;5;17;1;5;18;15;3;10;2;0;0;0
P1;10/03/2019;Portimonense;Nacional;5;1;H;3;0;H;20;12;12;5;8;17;7;7;1;6;0;1
P1;10/03/2019;Santa Clara;Aves;0;0;D;0;0;D;10;9;2;2;20;14;9;4;2;2;0;0
P1;10/03/2019;Setubal;Tondela;0;0;D;0;0;D;11;5;2;0;16;12;7;6;3;7;0;1
P1;11/03/2019;Benfica;Belenenses;2;2;D;0;0;D;22;8;2;3;12;15;7;1;0;5;0;1
P1;15/03/2019;Sp Lisbon;Santa Clara;1;0;H;0;0;D;16;6;7;2;16;13;14;2;2;1;0;0
P1;16/03/2019;Belenenses;Portimonense;2;2;D;0;2;A;10;17;4;6;14;16;7;4;1;1;0;0
P1;16/03/2019;Guimaraes;Boavista;3;1;H;1;0;H;16;10;10;3;18;18;6;2;2;1;0;0
P1;16/03/2019;Porto;Maritimo;3;0;H;0;0;D;31;0;8;0;12;8;11;0;1;2;0;1
P1;16/03/2019;Setubal;Sp Braga;0;1;A;0;1;A;15;13;8;6;19;12;11;4;1;2;0;0
P1;17/03/2019;Aves;Chaves;0;1;A;0;1;A;26;7;5;2;13;12;11;7;2;2;0;0
P1;17/03/2019;Moreirense;Benfica;0;4;A;0;2;A;11;9;3;4;17;10;4;6;4;0;0;0
P1;17/03/2019;Nacional;Rio Ave;0;1;A;0;1;A;19;4;5;2;15;17;13;2;2;2;0;0
P1;17/03/2019;Tondela;Feirense;1;1;D;0;1;A;12;12;3;4;22;21;1;6;8;1;1;0
P1;29/03/2019;Portimonense;Moreirense;0;2;A;0;1;A;23;13;8;5;14;14;9;6;3;1;0;0
P1;30/03/2019;Benfica;Tondela;1;0;H;0;0;D;15;12;4;4;9;13;5;3;1;4;0;0
P1;30/03/2019;Chaves;Sp Lisbon;1;3;A;0;1;A;8;19;2;7;13;11;6;6;5;2;1;1
P1;30/03/2019;Santa Clara;Guimaraes;1;0;H;1;0;H;9;11;4;2;11;15;4;4;3;1;0;0
P1;30/03/2019;Sp Braga;Porto;2;3;A;1;1;D;9;14;3;6;22;11;4;5;1;4;0;0
P1;31/03/2019;Boavista;Belenenses;2;0;H;0;0;D;14;6;4;3;25;10;6;6;2;1;0;0
P1;31/03/2019;Maritimo;Nacional;3;2;H;3;1;H;11;20;5;6;15;16;6;8;2;3;0;0
P1;31/03/2019;Rio Ave;Aves;0;2;A;0;1;A;20;17;3;5;13;16;12;7;1;4;0;0
P1;01/04/2019;Feirense;Setubal;0;1;A;0;0;D;16;9;3;3;13;16;5;5;1;2;1;0
P1;05/04/2019;Porto;Boavista;2;0;H;1;0;H;17;5;7;1;15;17;8;0;0;2;0;0
P1;06/04/2019;Belenenses;Santa Clara;1;1;D;1;1;D;8;15;2;1;13;17;1;2;2;5;1;0
P1;06/04/2019;Guimaraes;Chaves;4;0;H;3;0;H;13;18;6;6;12;13;4;9;0;1;0;0
P1;06/04/2019;Moreirense;Sp Braga;1;0;H;0;0;D;8;6;2;2;18;11;8;7;1;1;0;0
P1;06/04/2019;Nacional;Aves;0;0;D;0;0;D;14;9;5;2;10;17;11;5;4;3;1;1
P1;07/04/2019;Feirense;Benfica;1;4;A;1;2;A;6;18;1;7;14;11;3;5;2;0;0;0
P1;07/04/2019;Setubal;Maritimo;1;0;H;1;0;H;13;5;4;2;20;20;8;4;2;1;0;0
P1;07/04/2019;Sp Lisbon;Rio Ave;3;0;H;2;0;H;12;8;5;3;19;11;7;4;0;0;0;0
P1;08/04/2019;Tondela;Portimonense;3;2;H;0;2;A;27;12;8;5;7;13;7;8;2;4;1;0
P1;12/04/2019;Chaves;Belenenses;2;2;D;1;1;D;13;22;3;4;12;10;4;4;1;3;2;1
P1;13/04/2019;Aves;Sp Lisbon;1;3;A;1;2;A;21;13;5;8;19;11;11;3;3;3;0;1
P1;13/04/2019;Portimonense;Porto;0;3;A;0;1;A;9;11;1;5;14;19;3;7;4;2;0;0
P1;13/04/2019;Santa Clara;Moreirense;1;1;D;1;1;D;11;16;6;5;18;11;6;4;2;0;0;1
P1;14/04/2019;Benfica;Setubal;4;2;H;2;1;H;20;15;8;4;18;16;4;5;2;4;0;0
P1;14/04/2019;Boavista;Nacional;1;0;H;1;0;H;15;14;6;0;19;8;9;10;1;1;0;0
P1;14/04/2019;Maritimo;Feirense;2;0;H;2;0;H;8;5;2;2;13;16;2;5;4;8;0;2
P1;14/04/2019;Rio Ave;Guimaraes;2;1;H;1;0;H;8;13;7;7;26;16;8;3;4;3;1;0
P1;14/04/2019;Sp Braga;Tondela;3;0;H;1;0;H;20;9;8;0;14;12;5;2;2;2;0;0
P1;19/04/2019;Guimaraes;Aves;0;2;A;0;1;A;18;14;4;6;12;14;7;3;0;0;0;0
P1;19/04/2019;Nacional;Sp Lisbon;0;1;A;0;0;D;3;23;1;10;8;13;2;9;2;3;0;0
P1;19/04/2019;Setubal;Portimonense;1;1;D;0;0;D;10;11;2;5;18;13;6;5;2;4;0;0
P1;19/04/2019;Tondela;Boavista;1;0;H;1;0;H;19;16;4;4;14;18;4;7;1;3;0;0
P1;20/04/2019;Belenenses;Rio Ave;1;3;A;0;2;A;16;16;3;7;20;11;5;2;2;1;0;0
P1;20/04/2019;Feirense;Sp Braga;0;2;A;0;0;D;8;21;4;5;13;14;4;9;0;2;0;0
P1;20/04/2019;Moreirense;Chaves;0;1;A;0;0;D;18;7;4;2;23;19;5;6;4;3;0;0
P1;20/04/2019;Porto;Santa Clara;1;0;H;1;0;H;14;6;5;2;14;13;4;2;2;1;0;0
P1;22/04/2019;Benfica;Maritimo;6;0;H;1;0;H;25;1;11;0;8;17;10;1;0;3;0;0
P1;26/04/2019;Rio Ave;Porto;2;2;D;0;2;A;10;10;4;4;12;14;3;4;3;1;1;0
P1;27/04/2019;Aves;Belenenses;3;0;H;0;0;D;14;10;8;3;14;12;6;2;2;4;0;0
P1;27/04/2019;Portimonense;Feirense;1;0;H;1;0;H;18;5;6;3;13;12;5;2;2;0;1;1
P1;27/04/2019;Santa Clara;Setubal;0;0;D;0;0;D;10;9;4;2;14;21;2;3;3;3;0;0
P1;27/04/2019;Sp Lisbon;Guimaraes;2;0;H;1;0;H;24;10;7;1;17;7;7;4;0;1;0;0
P1;28/04/2019;Boavista;Moreirense;3;1;H;1;0;H;8;7;4;4;12;14;6;4;2;3;0;0
P1;28/04/2019;Chaves;Nacional;4;1;H;2;1;H;12;17;4;4;17;15;1;11;2;2;0;0
P1;28/04/2019;Maritimo;Tondela;2;0;H;1;0;H;8;9;2;3;9;7;3;11;2;0;0;0
P1;28/04/2019;Sp Braga;Benfica;1;4;A;1;0;H;12;17;3;9;14;16;5;5;4;6;0;0
P1;03/05/2019;Moreirense;Rio Ave;1;2;A;1;1;D;14;6;6;2;16;21;5;1;2;3;0;0
P1;04/05/2019;Benfica;Portimonense;5;1;H;0;0;D;19;11;12;5;10;11;7;1;0;0;0;0
P1;04/05/2019;Feirense;Chaves;4;4;D;2;1;H;12;13;6;7;20;20;5;4;5;1;0;0
P1;04/05/2019;Maritimo;Sp Braga;1;0;H;0;0;D;6;20;3;5;10;10;3;13;0;1;1;0
P1;04/05/2019;Porto;Aves;4;0;H;2;0;H;19;7;11;1;14;16;6;3;1;2;0;0
P1;05/05/2019;Belenenses;Sp Lisbon;1;8;A;0;2;A;9;21;3;10;10;17;2;0;2;2;1;0
P1;05/05/2019;Guimaraes;Nacional;2;2;D;1;0;H;10;12;5;5;13;25;4;7;5;5;1;0
P1;05/05/2019;Tondela;Santa Clara;1;3;A;0;1;A;15;10;7;4;18;11;8;3;1;3;0;0
P1;06/05/2019;Setubal;Boavista;0;3;A;0;0;D;11;12;2;5;16;24;6;3;3;2;3;0
P1;10/05/2019;Aves;Moreirense;0;1;A;0;0;D;12;7;4;3;8;17;4;5;2;2;0;0
P1;11/05/2019;Boavista;Sp Braga;4;2;H;3;2;H;14;25;6;9;19;23;2;9;4;1;0;0
P1;11/05/2019;Portimonense;Maritimo;3;2;H;1;2;A;16;6;5;3;13;18;3;3;0;2;0;0
P1;11/05/2019;Santa Clara;Feirense;4;4;D;2;3;A;11;9;5;6;13;18;6;7;1;2;0;0
P1;11/05/2019;Sp Lisbon;Tondela;1;1;D;1;0;H;17;15;6;4;16;18;5;7;4;6;1;0
P1;12/05/2019;Chaves;Setubal;1;2;A;0;2;A;9;8;2;4;21;14;7;6;4;4;0;0
P1;12/05/2019;Guimaraes;Belenenses;5;1;H;0;0;D;14;8;8;2;8;18;6;1;1;2;0;0
P1;12/05/2019;Nacional;Porto;0;4;A;0;2;A;11;17;3;6;15;17;5;4;1;0;0;0
P1;12/05/2019;Rio Ave;Benfica;2;3;A;0;2;A;12;13;6;6;9;11;5;2;3;4;0;0
P1;16/05/2019;Belenenses;Nacional;3;0;H;1;0;H;9;18;5;4;17;15;5;7;2;3;0;0
P1;17/05/2019;Sp Braga;Portimonense;2;0;H;1;0;H;13;7;7;1;17;25;5;3;1;2;0;0
P1;18/05/2019;Benfica;Santa Clara;4;1;H;3;0;H;21;17;8;3;10;3;4;8;0;1;0;0
P1;18/05/2019;Feirense;Aves;2;1;H;0;1;A;17;15;8;4;20;14;5;4;3;1;0;0
P1;18/05/2019;Maritimo;Boavista;0;1;A;0;1;A;17;9;5;3;18;16;7;3;1;3;0;0
P1;18/05/2019;Porto;Sp Lisbon;2;1;H;0;0;D;29;2;8;1;18;11;17;1;4;4;1;1
P1;18/05/2019;Setubal;Rio Ave;1;3;A;0;0;D;9;15;4;7;17;19;4;7;1;2;0;0
P1;19/05/2019;Moreirense;Guimaraes;1;3;A;1;1;D;16;14;6;6;23;17;12;2;3;2;0;0
P1;19/05/2019;Tondela;Chaves;5;2;H;4;2;H;13;18;7;5;19;29;6;3;5;3;0;0
P1;09/08/2019;Portimonense;Belenenses;0;0;D;0;0;D;16;8;5;2;19;15;5;5;1;1;0;0
P1;10/08/2019;Santa Clara;Famalicao;0;2;A;0;1;A;22;14;6;6;14;22;14;6;0;3;0;0
P1;10/08/2019;Gil Vicente;Porto;2;1;H;0;0;D;13;16;7;5;15;19;4;6;3;3;0;0
P1;10/08/2019;Benfica;Pacos Ferreira;5;0;H;2;0;H;15;7;7;0;15;11;10;3;0;4;0;1
P1;11/08/2019;Boavista;Aves;2;1;H;1;1;D;8;17;3;2;24;20;3;8;5;3;0;0
P1;11/08/2019;Maritimo;Sp Lisbon;1;1;D;1;1;D;10;17;3;2;14;14;2;8;4;4;0;0
P1;11/08/2019;Sp Braga;Moreirense;3;1;H;1;0;H;19;11;9;4;14;11;7;4;2;2;0;0
P1;12/08/2019;Setubal;Tondela;0;0;D;0;0;D;7;7;4;2;23;18;3;3;7;2;1;0
P1;16/08/2019;Famalicao;Rio Ave;1;0;H;0;0;D;16;13;4;1;16;16;5;2;3;5;0;1
P1;17/08/2019;Moreirense;Gil Vicente;3;0;H;2;0;H;12;16;4;2;17;16;3;5;0;3;0;0
P1;17/08/2019;Belenenses;Benfica;0;2;A;0;0;D;7;21;1;5;11;10;5;4;7;1;0;0
P1;17/08/2019;Porto;Setubal;4;0;H;2;0;H;23;6;10;5;16;16;7;0;0;2;0;0
P1;18/08/2019;Aves;Maritimo;3;1;H;2;1;H;11;10;4;1;25;14;4;6;2;4;0;0
P1;18/08/2019;Pacos Ferreira;Santa Clara;0;1;A;0;1;A;19;6;3;3;24;20;8;3;3;1;0;0
P1;18/08/2019;Guimaraes;Boavista;1;1;D;1;0;H;16;5;4;2;14;13;4;2;3;3;0;0
P1;18/08/2019;Sp Lisbon;Sp Braga;2;1;H;2;0;H;11;21;6;7;13;16;2;7;3;5;0;0
P1;19/08/2019;Tondela;Portimonense;1;2;A;0;2;A;8;14;3;6;11;16;6;3;1;1;0;0
P1;23/08/2019;Setubal;Moreirense;0;0;D;0;0;D;18;5;1;2;18;27;9;5;3;1;0;0
P1;23/08/2019;Rio Ave;Aves;5;1;H;2;0;H;17;7;9;1;17;15;3;6;0;3;0;0
P1;24/08/2019;Benfica;Porto;0;2;A;0;1;A;6;11;1;5;15;12;5;4;2;5;0;0
P1;24/08/2019;Boavista;Pacos Ferreira;1;1;D;1;1;D;15;14;2;5;17;17;6;8;5;2;0;0
P1;25/08/2019;Maritimo;Tondela;2;3;A;0;1;A;15;10;5;7;11;13;4;6;2;5;0;0
P1;25/08/2019;Santa Clara;Belenenses;0;0;D;0;0;D;15;6;3;1;10;12;9;2;2;1;0;0
P1;25/08/2019;Portimonense;Sp Lisbon;1;3;A;1;2;A;16;11;2;6;16;13;3;6;1;0;0;0
P1;25/08/2019;Gil Vicente;Sp Braga;1;1;D;0;1;A;15;8;6;4;13;13;5;1;2;2;0;0
P1;25/08/2019;Guimaraes;Famalicao;1;1;D;0;0;D;18;15;4;3;16;12;12;5;4;1;0;0
P1;30/08/2019;Moreirense;Portimonense;1;0;H;1;0;H;9;10;3;2;21;23;0;3;2;5;0;1
P1;30/08/2019;Belenenses;Boavista;0;1;A;0;0;D;9;12;3;7;17;20;5;1;3;4;1;0
P1;31/08/2019;Aves;Famalicao;2;3;A;1;1;D;18;12;6;7;21;11;4;7;5;3;1;1
P1;31/08/2019;Pacos Ferreira;Maritimo;0;1;A;0;0;D;21;9;3;2;19;15;7;0;1;4;0;1
P1;31/08/2019;Sp Lisbon;Rio Ave;2;3;A;1;1;D;9;6;5;3;18;14;1;2;2;2;1;0
P1;31/08/2019;Gil Vicente;Setubal;0;0;D;0;0;D;15;8;2;3;16;18;7;6;3;6;0;0
P1;01/09/2019;Tondela;Santa Clara;0;0;D;0;0;D;11;13;4;4;9;11;7;10;2;2;1;0
P1;01/09/2019;Porto;Guimaraes;3;0;H;1;0;H;18;8;10;3;19;7;7;5;3;3;0;2
P1;01/09/2019;Sp Braga;Benfica;0;4;A;0;1;A;11;12;2;6;10;16;4;5;2;1;0;0
P1;08/09/2019;Rio Ave;Guimaraes;1;1;D;1;1;D;6;15;2;5;13;16;5;8;2;2;1;0
P1;13/09/2019;Setubal;Sp Braga;1;0;H;0;0;D;7;22;4;6;13;11;1;7;1;4;0;1
P1;14/09/2019;Famalicao;Pacos Ferreira;4;2;H;1;0;H;11;15;5;3;20;18;1;9;3;2;0;0
P1;14/09/2019;Benfica;Gil Vicente;2;0;H;1;0;H;13;8;4;1;13;14;9;7;1;4;0;0
P1;14/09/2019;Guimaraes;Aves;5;1;H;2;1;H;18;12;8;2;12;15;9;6;3;2;0;0
P1;15/09/2019;Maritimo;Belenenses;1;3;A;0;2;A;12;13;4;7;11;26;8;9;2;3;0;0
P1;15/09/2019;Rio Ave;Tondela;2;4;A;1;2;A;23;5;6;4;15;18;8;0;2;3;0;0
P1;15/09/2019;Santa Clara;Moreirense;2;0;H;1;0;H;18;12;5;2;13;20;6;3;3;2;0;0
P1;15/09/2019;Portimonense;Porto;2;3;A;0;2;A;8;21;4;6;10;14;1;10;1;1;0;1
P1;15/09/2019;Boavista;Sp Lisbon;1;1;D;1;0;H;11;13;4;3;22;17;5;8;2;6;0;1
P1;20/09/2019;Pacos Ferreira;Aves;2;1;H;0;1;A;15;8;2;3;24;13;9;2;5;3;1;0
P1;21/09/2019;Belenenses;Rio Ave;0;2;A;0;1;A;9;16;2;4;20;13;4;1;3;0;0;0
P1;21/09/2019;Moreirense;Benfica;1;2;A;0;0;D;6;20;2;2;12;15;3;5;3;2;0;0
P1;22/09/2019;Gil Vicente;Boavista;0;0;D;0;0;D;15;4;6;0;18;19;10;4;5;2;0;1
P1;22/09/2019;Setubal;Portimonense;0;0;D;0;0;D;7;7;3;1;17;9;4;2;3;0;0;0
P1;22/09/2019;Tondela;Guimaraes;1;3;A;1;3;A;5;20;3;6;9;21;5;5;2;4;0;0
P1;22/09/2019;Porto;Santa Clara;2;0;H;2;0;H;19;6;7;2;25;11;9;0;4;4;0;0
P1;23/09/2019;Sp Braga;Maritimo;2;2;D;0;1;A;26;6;6;3;15;17;9;3;2;5;0;1
P1;23/09/2019;Sp Lisbon;Famalicao;1;2;A;1;0;H;20;13;5;7;16;14;6;6;3;2;0;0
P1;27/09/2019;Boavista;Tondela;0;0;D;0;0;D;16;5;3;0;21;17;6;4;3;4;0;0
P1;28/09/2019;Maritimo;Moreirense;2;1;H;0;0;D;12;12;4;4;13;21;6;2;4;6;0;0
P1;28/09/2019;Benfica;Setubal;1;0;H;0;0;D;13;9;3;2;11;8;14;3;4;4;1;0
P1;28/09/2019;Famalicao;Belenenses;3;1;H;0;1;A;16;9;6;3;15;10;6;2;2;2;0;0
P1;29/09/2019;Guimaraes;Pacos Ferreira;1;0;H;0;0;D;14;5;4;1;16;23;10;3;1;6;0;1
P1;29/09/2019;Santa Clara;Gil Vicente;1;0;H;0;0;D;14;7;6;5;17;15;6;6;4;1;0;1
P1;29/09/2019;Portimonense;Sp Braga;0;1;A;0;1;A;12;9;5;3;11;23;2;7;3;4;0;0
P1;29/09/2019;Rio Ave;Porto;0;1;A;0;1;A;8;13;1;5;15;15;0;6;3;3;0;0
P1;30/09/2019;Aves;Sp Lisbon;0;1;A;0;0;D;7;15;2;3;12;19;3;7;3;2;0;0
P1;05/10/2019;Aves;Tondela;0;1;A;0;0;D;12;11;1;2;12;14;6;8;1;1;0;0
P1;25/10/2019;Pacos Ferreira;Rio Ave;0;0;D;0;0;D;16;4;3;0;19;15;2;4;0;1;0;0
P1;26/10/2019;Belenenses;Aves;3;2;H;2;2;D;11;8;5;2;16;21;7;6;3;2;0;0
P1;26/10/2019;Gil Vicente;Portimonense;1;1;D;1;1;D;6;10;2;4;22;20;2;3;3;2;1;0
P1;26/10/2019;Setubal;Maritimo;0;0;D;0;0;D;11;10;2;3;14;20;5;5;0;1;0;0
P1;26/10/2019;Moreirense;Boavista;1;1;D;1;0;H;9;23;4;4;18;20;1;10;3;4;1;0
P1;27/10/2019;Tondela;Benfica;0;1;A;0;1;A;9;12;4;3;17;14;5;5;1;2;0;0
P1;27/10/2019;Porto;Famalicao;3;0;H;1;0;H;19;5;9;2;14;12;4;3;0;3;0;0
P1;27/10/2019;Sp Lisbon;Guimaraes;3;1;H;2;0;H;13;13;6;3;7;9;3;4;1;1;0;0
P1;28/10/2019;Sp Braga;Santa Clara;2;0;H;1;0;H;20;8;12;5;18;7;4;6;1;1;0;0
P1;30/10/2019;Rio Ave;Moreirense;1;1;D;0;1;A;20;8;7;4;14;14;13;3;1;1;0;0
P1;30/10/2019;Maritimo;Porto;1;1;D;1;0;H;6;14;2;5;17;20;6;9;4;5;0;0
P1;30/10/2019;Guimaraes;Belenenses;5;0;H;2;0;H;14;6;6;2;13;13;6;3;1;4;0;0
P1;30/10/2019;Benfica;Portimonense;4;0;H;1;0;H;17;8;6;2;14;9;5;1;1;1;0;0
P1;30/10/2019;Famalicao;Gil Vicente;2;1;H;1;0;H;10;12;2;4;17;15;9;2;3;1;0;0
P1;31/10/2019;Pacos Ferreira;Sp Lisbon;1;2;A;0;1;A;12;12;5;4;19;25;10;4;5;7;0;0
P1;31/10/2019;Boavista;Sp Braga;2;0;H;1;0;H;10;19;2;2;14;8;3;7;4;2;0;0
P1;31/10/2019;Santa Clara;Setubal;1;1;D;1;1;D;20;13;4;3;9;17;7;6;3;5;0;1
P1;02/11/2019;Benfica;Rio Ave;2;0;H;1;0;H;20;3;4;0;11;14;10;2;1;3;0;0
P1;02/11/2019;Moreirense;Guimaraes;1;1;D;0;0;D;7;15;1;6;21;11;8;9;5;3;0;0
P1;03/11/2019;Gil Vicente;Maritimo;2;0;H;0;0;D;15;8;6;1;18;14;4;3;0;0;0;0
P1;03/11/2019;Tondela;Sp Lisbon;1;0;H;0;0;D;5;15;3;3;15;13;1;7;4;3;0;0
P1;03/11/2019;Porto;Aves;1;0;H;1;0;H;12;9;4;0;21;15;6;2;1;1;0;0
P1;03/11/2019;Sp Braga;Famalicao;2;2;D;0;0;D;18;6;5;4;11;15;11;2;5;4;0;1
P1;04/11/2019;Belenenses;Pacos Ferreira;1;0;H;0;0;D;8;16;2;5;22;23;1;9;1;4;0;0
P1;04/11/2019;Portimonense;Santa Clara;1;1;D;1;0;H;14;15;4;4;11;15;4;8;4;2;0;0
P1;04/11/2019;Setubal;Boavista;1;0;H;0;0;D;7;27;2;5;8;9;2;11;3;4;0;0
P1;08/11/2019;Aves;Gil Vicente;1;2;A;1;2;A;5;5;4;4;19;26;7;4;2;3;0;0
P1;09/11/2019;Rio Ave;Setubal;1;0;H;1;0;H;7;10;3;3;14;10;9;4;0;1;0;0
P1;09/11/2019;Santa Clara;Benfica;1;2;A;1;0;H;12;11;3;6;13;10;2;4;3;3;0;0
P1;09/11/2019;Famalicao;Moreirense;3;3;D;2;0;H;17;9;14;5;15;10;2;2;3;3;1;0
P1;10/11/2019;Maritimo;Portimonense;1;1;D;0;1;A;15;10;4;2;25;21;3;1;4;6;0;0
P1;10/11/2019;Pacos Ferreira;Tondela;1;0;H;1;0;H;9;13;2;5;24;24;3;5;5;2;1;1
P1;10/11/2019;Sp Lisbon;Belenenses;2;0;H;0;0;D;19;9;5;3;15;18;6;5;4;3;0;0
P1;10/11/2019;Guimaraes;Sp Braga;0;2;A;0;1;A;14;9;2;5;17;16;11;2;5;2;0;0
P1;10/11/2019;Boavista;Porto;0;1;A;0;1;A;7;9;1;1;14;16;3;6;3;1;0;0
P1;29/11/2019;Santa Clara;Boavista;1;2;A;0;2;A;15;17;2;7;17;19;10;2;2;2;0;0
P1;30/11/2019;Moreirense;Aves;3;2;H;2;1;H;18;12;5;3;11;18;11;5;1;2;0;1
P1;30/11/2019;Benfica;Maritimo;4;0;H;3;0;H;12;12;9;1;12;13;4;3;3;2;1;0
