Div;Date;HomeTeam;AwayTeam;FTHG;FTAG;FTR;HTHG;HTAG;HTR;HS;AS;HST;AST;HF;AF;HC;AC;HY;AY;HR;AR
P1;18/10/2020;Rio Ave;Benfica;0;3;A;0;2;A;4;13;2;6;14;17;4;4;1;3;0;0
P1;19/10/2020;Boavista;Guimaraes;0;1;A;0;1;A;19;9;2;1;21;22;9;4;4;2;0;0
P1;23/10/2020;Tondela;Portimonense;1;0;H;1;0;H;8;10;3;4;10;18;5;6;2;2;0;0
P1;24/10/2020;Nacional;Pacos Ferreira;1;1;D;0;0;D;7;18;2;6;23;9;3;6;3;1;1;0
P1;24/10/2020;Santa Clara;Sp Lisbon;1;2;A;1;1;D;5;18;2;3;18;9;1;9;3;1;0;0
P1;24/10/2020;Porto;Gil Vicente;1;0;H;1;0;H;18;13;7;2;17;15;8;3;6;2;1;0
P1;25/10/2020;Farense;Rio Ave;0;1;A;0;1;A;13;6;1;2;17;19;6;1;4;6;0;0
P1;25/10/2020;Moreirense;Maritimo;2;1;H;2;0;H;13;12;7;3;15;7;9;3;5;4;0;1
P1;25/10/2020;Famalicao;Boavista;2;2;D;0;0;D;17;10;6;6;10;20;9;1;3;5;0;1
P1;25/10/2020;Guimaraes;Sp Braga;0;1;A;0;1;A;11;16;1;8;11;20;4;9;3;2;1;2
P1;26/10/2020;Benfica;Belenenses;2;0;H;1;0;H;15;6;6;2;15;8;7;2;0;0;0;0
P1;28/10/2020;Sp Lisbon;Gil Vicente;3;1;H;0;0;D;13;4;6;1;15;19;9;4;5;4;0;0
P1;30/10/2020;Pacos Ferreira;Porto;3;2;H;2;1;H;16;10;7;3;22;20;5;4;1;1;0;0
P1;31/10/2020;Belenenses;Farense;1;1;D;0;0;D;7;10;3;2;15;12;8;6;3;0;0;1
P1;31/10/2020;Rio Ave;Moreirense;2;0;H;1;0;H;11;7;6;1;20;18;3;5;1;4;0;0
P1;31/10/2020;Maritimo;Nacional;0;0;D;0;0;D;15;9;4;3;20;24;3;6;1;3;0;0
P1;01/11/2020;Portimonense;Santa Clara;1;2;A;0;1;A;12;13;2;7;21;13;7;5;3;6;0;0
P1;01/11/2020;Gil Vicente;Guimaraes;1;2;A;0;1;A;21;7;4;5;14;11;8;4;1;2;0;0
P1;01/11/2020;Sp Lisbon;Tondela;4;0;H;1;0;H;26;3;15;0;14;20;8;1;3;2;0;0
P1;02/11/2020;Sp Braga;Famalicao;1;0;H;0;0;D;20;5;9;2;14;14;11;2;1;5;0;1
P1;02/11/2020;Boavista;Benfica;3;0;H;2;0;H;14;5;7;2;31;15;4;6;3;4;0;0
P1;06/11/2020;Belenenses;Rio Ave;0;0;D;0;0;D;11;6;1;2;17;17;6;2;2;2;0;0
P1;07/11/2020;Tondela;Santa Clara;2;0;H;1;0;H;11;20;5;4;19;13;3;3;2;3;0;0
P1;07/11/2020;Famalicao;Maritimo;2;1;H;2;1;H;18;10;8;4;18;18;4;2;3;2;0;0
P1;07/11/2020;Guimaraes;Sp Lisbon;0;4;A;0;2;A;15;16;1;6;16;18;5;2;3;1;0;0
P1;08/11/2020;Farense;Boavista;3;1;H;1;1;D;6;13;5;5;20;15;5;7;4;1;0;0
P1;08/11/2020;Nacional;Gil Vicente;2;1;H;0;1;A;13;10;6;8;17;20;8;11;1;4;0;0
P1;08/11/2020;Porto;Portimonense;3;1;H;1;1;D;18;8;7;1;15;21;11;4;3;3;0;0
P1;08/11/2020;Benfica;Sp Braga;2;3;A;0;1;A;12;7;5;5;13;13;5;3;1;3;0;0
P1;27/11/2020;Pacos Ferreira;Famalicao;2;0;H;1;0;H;11;9;4;1;22;17;3;3;4;4;0;0
P1;27/11/2020;Tondela;Guimaraes;0;2;A;0;0;D;13;10;4;5;14;15;5;2;1;2;1;0
P1;28/11/2020;Santa Clara;Porto;0;1;A;0;1;A;7;4;2;2;12;14;2;7;2;1;0;0
P1;28/11/2020;Sp Lisbon;Moreirense;2;1;H;1;1;D;13;2;5;0;17;13;9;0;1;2;0;0
P1;29/11/2020;Gil Vicente;Rio Ave;2;0;H;1;0;H;4;12;2;3;19;10;2;8;1;1;0;0
P1;29/11/2020;Portimonense;Nacional;1;0;H;0;0;D;14;12;4;1;17;10;7;3;3;2;0;1
P1;29/11/2020;Boavista;Belenenses;0;0;D;0;0;D;15;14;6;4;6;11;4;7;1;4;0;0
P1;29/11/2020;Sp Braga;Farense;1;0;H;0;0;D;16;6;7;0;19;17;7;3;3;3;0;0
P1;30/11/2020;Maritimo;Benfica;1;2;A;1;1;D;5;12;2;2;21;9;1;12;0;1;0;0
P1;01/12/2020;Moreirense;Pacos Ferreira;0;1;A;0;1;A;10;12;2;4;18;26;2;2;1;0;0;0
P1;05/12/2020;Guimaraes;Portimonense;1;0;H;1;0;H;10;7;3;1;20;17;5;3;6;4;0;0
P1;05/12/2020;Moreirense;Gil Vicente;1;1;D;0;0;D;4;6;2;2;17;18;1;2;3;2;0;0
P1;05/12/2020;Famalicao;Sp Lisbon;2;2;D;1;2;A;5;15;2;6;20;21;3;4;6;5;0;1
P1;05/12/2020;Porto;Tondela;4;3;H;2;2;D;16;8;9;4;16;12;5;2;3;5;1;0
P1;06/12/2020;Nacional;Santa Clara;1;3;A;1;2;A;15;13;4;8;13;9;7;12;3;2;0;0
P1;06/12/2020;Rio Ave;Boavista;0;0;D;0;0;D;7;6;3;2;14;15;7;0;2;0;0;0
P1;06/12/2020;Belenenses;Sp Braga;2;1;H;2;0;H;11;16;5;6;11;15;5;9;2;1;0;1
P1;06/12/2020;Benfica;Pacos Ferreira;2;1;H;0;1;A;13;16;4;5;21;19;6;4;1;3;0;0
P1;07/12/2020;Farense;Maritimo;2;1;H;1;0;H;4;10;4;4;17;16;1;4;4;5;0;1
P1;18/12/2020;Portimonense;Famalicao;0;0;D;0;0;D;19;8;6;4;23;17;4;1;3;3;0;0
P1;19/12/2020;Maritimo;Belenenses;1;0;H;0;0;D;10;7;2;2;15;19;4;2;3;6;0;2
P1;19/12/2020;Tondela;Moreirense;0;0;D;0;0;D;6;10;1;2;17;11;1;6;4;3;1;0
P1;19/12/2020;Sp Lisbon;Farense;1;0;H;0;0;D;18;8;3;3;20;24;7;2;4;6;0;1
P1;20/12/2020;Pacos Ferreira;Boavista;1;1;D;0;0;D;7;8;3;4;13;13;5;3;1;3;0;0
P1;20/12/2020;Gil Vicente;Benfica;0;2;A;0;0;D;14;11;5;6;10;8;4;3;3;2;1;0
P1;20/12/2020;Porto;Nacional;2;0;H;2;0;H;14;4;5;2;14;18;8;1;0;2;0;0
P1;21/12/2020;Santa Clara;Guimaraes;0;4;A;0;3;A;11;7;2;5;18;13;7;3;1;0;0;0
P1;22/12/2020;Sp Braga;Rio Ave;3;0;H;1;0;H;10;8;5;2;24;12;3;4;1;0;0;0
P1;27/12/2020;Famalicao;Gil Vicente;0;1;A;0;1;A;7;8;1;3;13;9;4;6;1;1;0;0
P1;27/12/2020;Nacional;Tondela;2;0;H;1;0;H;10;13;4;2;16;18;2;6;1;6;0;2
P1;27/12/2020;Farense;Pacos Ferreira;1;1;D;0;0;D;6;13;1;3;24;25;5;3;3;6;0;0
P1;27/12/2020;Belenenses;Sp Lisbon;1;2;A;1;2;A;10;6;7;4;27;16;5;3;4;3;1;0
P1;28/12/2020;Rio Ave;Maritimo;1;3;A;1;0;H;10;13;5;6;19;14;4;5;3;2;0;0
P1;28/12/2020;Boavista;Sp Braga;1;4;A;0;3;A;13;11;5;7;18;15;8;6;1;1;0;0
P1;29/12/2020;Benfica;Portimonense;2;1;H;2;0;H;15;13;6;2;18;12;3;2;3;4;0;0
P1;29/12/2020;Moreirense;Santa Clara;1;0;H;0;0;D;12;8;2;1;15;24;2;0;1;5;0;0
P1;29/12/2020;Guimaraes;Porto;2;3;A;1;1;D;4;17;2;7;15;10;0;3;2;1;0;0
P1;02/01/2021;Sp Lisbon;Sp Braga;2;0;H;0;0;D;6;12;4;3;17;17;5;4;3;4;0;0
P1;03/01/2021;Tondela;Famalicao;1;0;H;0;0;D;9;17;3;7;15;13;4;5;4;5;0;0
P1;03/01/2021;Maritimo;Boavista;0;0;D;0;0;D;9;10;4;3;16;21;2;3;3;4;0;0
P1;03/01/2021;Santa Clara;Benfica;1;1;D;0;1;A;12;7;4;2;15;14;3;10;3;1;0;0
P1;03/01/2021;Pacos Ferreira;Rio Ave;2;0;H;1;0;H;15;12;4;2;14;9;3;4;0;0;0;0
P1;03/01/2021;Porto;Moreirense;3;0;H;1;0;H;20;3;7;2;15;14;6;1;2;0;0;0
P1;04/01/2021;Gil Vicente;Belenenses;0;0;D;0;0;D;13;7;5;1;10;19;8;3;2;1;0;0
P1;04/01/2021;Portimonense;Farense;2;0;H;0;0;D;13;6;5;0;21;11;5;1;3;2;0;0
P1;07/01/2021;Sp Braga;Maritimo;2;1;H;1;0;H;18;9;3;2;18;9;4;1;3;4;0;0
P1;08/01/2021;Nacional;Sp Lisbon;0;2;A;0;1;A;6;24;1;5;10;10;1;10;3;1;0;0
P1;08/01/2021;Benfica;Tondela;2;0;H;0;0;D;21;3;5;2;19;11;11;0;2;0;0;0
P1;08/01/2021;Rio Ave;Portimonense;3;0;H;0;0;D;16;13;7;3;10;22;4;4;0;3;0;0
P1;08/01/2021;Famalicao;Porto;1;4;A;1;2;A;8;9;3;5;21;9;3;3;5;1;0;0
P1;09/01/2021;Moreirense;Guimaraes;2;2;D;1;1;D;7;9;6;3;19;12;2;3;2;3;0;0
P1;09/01/2021;Boavista;Santa Clara;1;1;D;1;1;D;13;7;5;2;18;27;3;4;3;4;0;0
P1;10/01/2021;Farense;Gil Vicente;3;1;H;2;1;H;10;7;4;3;15;18;7;6;1;2;1;0
P1;10/01/2021;Belenenses;Pacos Ferreira;0;2;A;0;1;A;14;9;6;5;20;11;8;4;2;2;0;0
P1;15/01/2021;Sp Lisbon;Rio Ave;1;1;D;1;0;H;14;6;4;1;18;17;5;2;3;6;0;0
P1;15/01/2021;Porto;Benfica;1;1;D;1;1;D;9;12;4;4;17;26;1;3;4;4;1;0
P1;16/01/2021;Pacos Ferreira;Sp Braga;2;0;H;0;0;D;8;12;4;4;14;20;2;4;1;2;0;0
P1;16/01/2021;Tondela;Boavista;3;1;H;1;0;H;18;8;7;2;16;7;7;5;1;0;0;2
P1;17/01/2021;Nacional;Moreirense;0;1;A;0;0;D;18;15;3;4;11;19;5;6;4;5;0;0
P1;17/01/2021;Santa Clara;Famalicao;1;2;A;0;0;D;11;9;2;4;16;23;1;4;5;4;0;0
P1;17/01/2021;Gil Vicente;Maritimo;0;1;A;0;0;D;14;16;3;1;19;16;3;4;1;5;0;0
P1;18/01/2021;Portimonense;Belenenses;1;0;H;1;0;H;15;7;7;2;19;15;7;2;3;3;0;1
P1;21/01/2021;Guimaraes;Nacional;3;1;H;1;1;D;10;12;4;5;25;8;3;3;3;2;0;0
P1;24/01/2021;Maritimo;Pacos Ferreira;0;3;A;0;1;A;13;11;4;5;15;27;5;2;2;3;0;0
P1;24/01/2021;Moreirense;Portimonense;2;2;D;2;1;H;11;10;3;4;12;17;3;1;3;2;0;0
P1;24/01/2021;Famalicao;Guimaraes;0;1;A;0;1;A;11;9;5;3;17;17;7;4;2;4;0;0
P1;25/01/2021;Belenenses;Tondela;2;0;H;2;0;H;8;12;3;2;15;19;4;9;2;3;0;0
P1;25/01/2021;Rio Ave;Santa Clara;1;2;A;1;1;D;11;12;5;5;13;16;6;2;6;1;0;0
P1;25/01/2021;Benfica;Nacional;1;1;D;1;0;H;11;7;3;2;21;15;7;3;1;2;0;0
P1;25/01/2021;Farense;Porto;0;1;A;0;1;A;5;18;1;8;12;18;7;4;1;1;0;0
P1;26/01/2021;Sp Braga;Gil Vicente;1;0;H;0;0;D;13;6;1;0;16;12;7;4;5;1;0;0
P1;26/01/2021;Boavista;Sp Lisbon;0;2;A;0;1;A;7;14;3;6;25;13;4;8;2;2;0;0
P1;30/01/2021;Nacional;Famalicao;2;1;H;0;1;A;17;14;8;4;22;15;9;3;5;1;0;0
P1;30/01/2021;Tondela;Farense;2;0;H;0;0;D;7;10;2;2;23;16;5;5;5;1;0;0
P1;30/01/2021;Portimonense;Boavista;1;2;A;1;1;D;9;11;2;6;18;18;4;2;3;3;0;0
P1;31/01/2021;Guimaraes;Maritimo;1;0;H;0;0;D;13;9;4;5;23;18;7;1;2;2;0;0
P1;01/02/2021;Santa Clara;Belenenses;2;0;H;1;0;H;9;11;3;1;23;20;2;2;3;2;0;0
P1;01/02/2021;Porto;Rio Ave;2;0;H;1;0;H;14;8;5;2;19;11;7;8;1;2;0;0
P1;01/02/2021;Moreirense;Sp Braga;0;4;A;0;3;A;14;14;4;7;8;20;5;5;2;1;0;0
P1;01/02/2021;Sp Lisbon;Benfica;1;0;H;0;0;D;10;5;2;2;12;17;8;1;3;5;0;0
P1;02/02/2021;Gil Vicente;Pacos Ferreira;1;2;A;0;2;A;3;9;3;6;16;21;8;3;3;5;0;0
P1;04/02/2021;Farense;Santa Clara;1;1;D;1;0;H;16;11;4;3;15;17;11;7;0;3;0;0
P1;04/02/2021;Belenenses;Porto;0;0;D;0;0;D;6;16;0;6;12;13;2;10;4;2;0;0
P1;04/02/2021;Sp Braga;Portimonense;2;1;H;0;1;A;16;7;4;5;12;21;4;1;0;2;0;0
P1;04/02/2021;Famalicao;Moreirense;0;2;A;0;2;A;19;10;2;3;10;29;5;3;2;5;1;0
P1;05/02/2021;Rio Ave;Nacional;0;0;D;0;0;D;15;18;4;7;14;25;5;3;2;2;0;0
P1;05/02/2021;Benfica;Guimaraes;0;0;D;0;0;D;22;5;5;2;14;19;9;2;1;2;0;0
P1;05/02/2021;Maritimo;Sp Lisbon;0;2;A;0;1;A;5;19;0;4;19;22;2;5;2;1;0;0
P1;05/02/2021;Boavista;Gil Vicente;1;2;A;1;1;D;16;12;5;5;11;24;3;5;2;3;0;0
P1;05/02/2021;Pacos Ferreira;Tondela;2;1;H;1;0;H;9;8;3;3;23;14;3;3;2;1;0;0
P1;07/02/2021;Sp Braga;Porto;2;2;D;0;1;A;15;10;5;3;18;18;6;5;3;3;0;1
P1;08/02/2021;Farense;Moreirense;1;2;A;0;1;A;15;6;4;3;19;13;10;1;4;3;0;0
P1;08/02/2021;Benfica;Famalicao;2;0;H;2;0;H;13;10;5;5;22;12;4;1;3;2;0;0
P1;08/02/2021;Maritimo;Santa Clara;1;2;A;0;0;D;16;8;5;3;20;22;3;5;1;3;0;0
P1;08/02/2021;Belenenses;Guimaraes;1;1;D;1;1;D;10;9;4;4;12;13;4;7;3;2;0;0
P1;09/02/2021;Pacos Ferreira;Portimonense;0;0;D;0;0;D;6;14;1;3;12;9;3;2;2;1;0;0
P1;09/02/2021;Rio Ave;Tondela;2;1;H;0;1;A;6;11;2;5;13;10;2;3;4;2;0;0
P1;09/02/2021;Boavista;Nacional;0;1;A;0;1;A;20;7;2;1;15;23;6;1;2;4;1;0
P1;09/02/2021;Gil Vicente;Sp Lisbon;1;2;A;1;0;H;6;21;2;5;19;6;1;4;4;1;0;0
P1;12/02/2021;Famalicao;Belenenses;0;0;D;0;0;D;8;20;5;11;14;21;4;5;3;4;0;0
P1;13/02/2021;Nacional;Farense;2;3;A;0;0;D;10;9;4;4;14;16;6;10;4;2;0;0
P1;13/02/2021;Guimaraes;Rio Ave;1;3;A;0;2;A;15;5;7;3;15;17;11;0;2;2;0;0
P1;13/02/2021;Porto;Boavista;2;2;D;0;2;A;17;4;6;4;14;26;7;2;2;4;0;0
P1;14/02/2021;Portimonense;Gil Vicente;4;1;H;2;1;H;11;9;4;3;22;13;6;4;2;0;0;0
P1;14/02/2021;Santa Clara;Sp Braga;0;1;A;0;1;A;9;8;2;3;17;18;9;3;3;2;0;0
P1;14/02/2021;Moreirense;Benfica;1;1;D;1;1;D;8;18;3;8;17;15;3;9;2;3;0;0
P1;15/02/2021;Sp Lisbon;Pacos Ferreira;2;0;H;1;0;H;7;7;3;2;27;20;2;4;5;3;0;0
P1;16/02/2021;Tondela;Maritimo;2;1;H;1;1;D;13;5;6;3;22;19;2;1;4;5;0;0
P1;17/02/2021;Guimaraes;Farense;2;2;D;2;1;H;15;8;3;3;14;17;8;4;0;3;0;1
P1;19/02/2021;Boavista;Moreirense;1;0;H;0;0;D;11;8;6;1;14;19;10;5;3;2;0;0
P1;20/02/2021;Belenenses;Nacional;2;1;H;1;1;D;16;13;4;4;16;12;9;1;3;1;0;0
P1;20/02/2021;Gil Vicente;Santa Clara;1;0;H;0;0;D;10;10;3;1;16;15;6;4;4;3;0;0
P1;20/02/2021;Sp Lisbon;Portimonense;2;0;H;2;0;H;14;7;7;1;15;19;5;4;0;3;0;0
P1;21/02/2021;Pacos Ferreira;Guimaraes;2;1;H;1;1;D;8;10;3;3;10;14;3;3;0;2;0;0
P1;21/02/2021;Rio Ave;Famalicao;0;1;A;0;1;A;5;8;1;5;9;20;4;8;1;3;1;0
P1;21/02/2021;Sp Braga;Tondela;4;2;H;3;0;H;19;8;7;3;15;12;8;2;0;2;0;0
P1;21/02/2021;Farense;Benfica;0;0;D;0;0;D;8;15;3;2;18;19;4;7;2;2;0;0
P1;22/02/2021;Maritimo;Porto;1;2;A;1;1;D;12;14;7;6;21;18;3;3;6;2;0;0
P1;26/02/2021;Guimaraes;Boavista;2;1;H;1;1;D;18;7;9;2;26;13;10;1;2;4;0;0
P1;27/02/2021;Famalicao;Farense;0;0;D;0;0;D;11;10;3;1;18;17;5;4;2;6;0;1
P1;27/02/2021;Santa Clara;Pacos Ferreira;3;0;H;2;0;H;7;17;4;4;11;10;2;13;1;0;0;0
P1;27/02/2021;Porto;Sp Lisbon;0;0;D;0;0;D;14;4;3;0;20;16;3;1;1;2;0;0
P1;28/02/2021;Portimonense;Maritimo;0;0;D;0;0;D;7;11;1;4;22;11;6;4;1;2;0;0
P1;28/02/2021;Tondela;Gil Vicente;1;0;H;1;0;H;16;13;6;2;13;10;6;8;1;0;0;1
P1;28/02/2021;Nacional;Sp Braga;1;2;A;0;2;A;8;15;2;4;7;11;2;5;1;0;0;0
P1;01/03/2021;Benfica;Rio Ave;2;0;H;0;0;D;17;11;6;5;17;10;6;6;1;0;0;0
P1;01/03/2021;Moreirense;Belenenses;2;2;D;2;1;H;11;13;5;5;14;12;4;5;3;2;0;0
P1;05/03/2021;Pacos Ferreira;Nacional;2;1;H;2;0;H;12;10;3;4;20;18;5;4;3;4;0;0
P1;05/03/2021;Sp Lisbon;Santa Clara;2;1;H;1;0;H;6;6;4;2;18;24;4;8;1;2;0;0
P1;06/03/2021;Portimonense;Tondela;3;0;H;2;0;H;10;12;5;3;9;7;3;3;1;1;0;0
P1;06/03/2021;Gil Vicente;Porto;0;2;A;0;1;A;9;11;1;6;14;11;4;10;0;0;0;0
P1;06/03/2021;Boavista;Famalicao;3;0;H;1;0;H;11;12;4;2;12;18;2;7;2;2;0;1
P1;07/03/2021;Maritimo;Moreirense;0;2;A;0;1;A;15;16;6;5;19;13;5;2;3;2;0;0
P1;07/03/2021;Rio Ave;Farense;2;0;H;1;0;H;10;6;4;1;19;18;4;6;2;2;0;0
P1;08/03/2021;Belenenses;Benfica;0;3;A;0;0;D;10;11;3;6;9;12;4;5;1;0;0;0
P1;09/03/2021;Sp Braga;Guimaraes;3;0;H;2;0;H;8;14;4;1;16;14;3;12;1;2;0;0
P1;12/03/2021;Nacional;Maritimo;1;2;A;1;0;H;17;14;7;3;20;21;8;6;4;4;0;0
P1;13/03/2021;Farense;Belenenses;0;1;A;0;0;D;13;8;4;4;18;13;6;2;1;4;0;0
P1;13/03/2021;Benfica;Boavista;2;0;H;1;0;H;17;3;7;0;12;7;13;3;2;0;0;1
P1;13/03/2021;Santa Clara;Portimonense;2;0;H;1;0;H;18;11;5;4;12;21;6;2;2;4;0;0
P1;13/03/2021;Tondela;Sp Lisbon;0;1;A;0;0;D;4;14;2;4;17;14;3;5;3;1;0;1
P1;14/03/2021;Moreirense;Rio Ave;1;1;D;0;1;A;9;13;2;2;12;15;7;5;2;4;0;0
P1;14/03/2021;Guimaraes;Gil Vicente;2;4;A;1;3;A;20;11;8;8;20;13;8;6;3;3;1;0
P1;14/03/2021;Porto;Pacos Ferreira;2;0;H;0;0;D;16;2;5;2;11;13;10;2;1;2;0;0
P1;15/03/2021;Famalicao;Sp Braga;2;2;D;1;2;A;17;9;5;3;20;12;2;4;3;2;0;0
P1;19/03/2021;Gil Vicente;Nacional;2;0;H;0;0;D;10;9;4;1;19;15;3;3;3;3;1;1
P1;20/03/2021;Pacos Ferreira;Moreirense;3;0;H;3;0;H;14;9;8;0;15;6;5;10;4;1;0;0
P1;20/03/2021;Santa Clara;Tondela;1;1;D;0;1;A;16;5;5;4;15;15;6;4;4;1;2;0
P1;20/03/2021;Portimonense;Porto;1;2;A;0;1;A;8;12;3;3;14;10;2;4;4;2;1;0
P1;20/03/2021;Sp Lisbon;Guimaraes;1;0;H;1;0;H;10;4;4;1;10;14;5;6;2;1;0;0
P1;21/03/2021;Rio Ave;Belenenses;0;0;D;0;0;D;19;6;7;3;18;14;9;2;3;0;0;1
P1;21/03/2021;Boavista;Farense;0;1;A;0;1;A;14;19;5;8;23;21;5;9;2;1;0;0
P1;21/03/2021;Maritimo;Famalicao;0;4;A;0;2;A;8;13;2;7;13;15;5;1;3;2;0;0
P1;21/03/2021;Sp Braga;Benfica;0;2;A;0;1;A;8;10;3;5;9;17;2;1;2;4;1;0
P1;02/04/2021;Nacional;Portimonense;1;5;A;0;2;A;12;18;2;10;7;17;6;6;3;1;0;0
P1;03/04/2021;Rio Ave;Gil Vicente;0;2;A;0;0;D;10;8;3;3;12;15;4;6;3;3;1;0
P1;03/04/2021;Porto;Santa Clara;2;1;H;0;0;D;17;5;6;3;17;23;7;5;3;3;0;0
P1;04/04/2021;Belenenses;Boavista;0;2;A;0;1;A;10;10;2;6;12;17;5;4;3;4;0;1
P1;04/04/2021;Guimaraes;Tondela;1;2;A;1;1;D;16;10;6;3;12;10;11;5;2;0;0;0
P1;04/04/2021;Famalicao;Pacos Ferreira;2;0;H;1;0;H;16;3;6;0;15;15;6;3;2;5;0;1
P1;05/04/2021;Farense;Sp Braga;1;2;A;1;1;D;18;14;9;2;12;14;4;5;0;1;0;0
P1;05/04/2021;Benfica;Maritimo;1;0;H;1;0;H;15;8;6;2;17;19;4;3;3;3;0;0
P1;05/04/2021;Moreirense;Sp Lisbon;1;1;D;0;1;A;5;10;1;3;16;13;2;4;2;2;0;0
P1;09/04/2021;Portimonense;Guimaraes;3;0;H;1;0;H;7;10;3;3;16;10;3;8;2;2;0;0
P1;10/04/2021;Maritimo;Farense;1;0;H;1;0;H;9;14;2;2;15;19;6;12;4;3;0;0
P1;10/04/2021;Boavista;Rio Ave;3;3;D;2;1;H;13;10;4;5;21;18;6;5;5;1;1;0
P1;10/04/2021;Tondela;Porto;0;2;A;0;1;A;7;13;2;6;19;21;1;6;4;1;0;0
P1;10/04/2021;Pacos Ferreira;Benfica;0;5;A;0;3;A;2;15;1;9;8;14;1;11;1;5;1;0
P1;11/04/2021;Gil Vicente;Moreirense;1;2;A;0;1;A;18;10;6;4;18;11;7;2;2;1;0;0
P1;11/04/2021;Santa Clara;Nacional;5;1;H;2;0;H;16;10;9;3;18;18;3;3;2;3;0;0
P1;11/04/2021;Sp Braga;Belenenses;1;1;D;1;0;H;14;9;4;2;12;13;9;7;4;3;0;0
P1;11/04/2021;Sp Lisbon;Famalicao;1;1;D;1;1;D;16;2;5;2;13;18;6;5;3;3;0;0
P1;16/04/2021;Boavista;Pacos Ferreira;2;0;H;2;0;H;9;13;4;2;8;10;0;8;3;1;0;0
P1;16/04/2021;Farense;Sp Lisbon;0;1;A;0;1;A;8;12;3;4;13;11;7;9;1;2;0;0
P1;17/04/2021;Guimaraes;Santa Clara;1;0;H;1;0;H;5;9;2;1;17;19;4;5;1;1;0;0
P1;17/04/2021;Moreirense;Tondela;2;3;A;2;3;A;12;7;3;5;17;13;5;3;5;4;1;0
P1;17/04/2021;Belenenses;Maritimo;2;0;H;1;0;H;6;21;4;6;26;12;2;11;4;3;0;0
P1;17/04/2021;Benfica;Gil Vicente;1;2;A;0;1;A;19;8;1;2;7;10;5;5;1;1;0;0
P1;17/04/2021;Rio Ave;Sp Braga;0;0;D;0;0;D;10;13;4;6;19;20;2;5;3;2;1;0
P1;18/04/2021;Famalicao;Portimonense;0;1;A;0;1;A;18;9;2;4;15;19;5;4;1;5;0;0
P1;18/04/2021;Nacional;Porto;0;1;A;0;1;A;7;9;3;3;13;16;2;2;3;1;0;0
P1;20/04/2021;Pacos Ferreira;Farense;0;2;A;0;0;D;5;13;1;6;10;8;6;6;1;1;0;0
P1;21/04/2021;Santa Clara;Moreirense;0;0;D;0;0;D;18;6;5;3;17;9;8;5;5;3;0;0
P1;21/04/2021;Maritimo;Rio Ave;1;0;H;1;0;H;6;15;2;1;13;15;4;10;0;0;0;0
P1;21/04/2021;Sp Braga;Boavista;2;1;H;1;1;D;25;5;10;2;14;17;15;2;0;3;0;1
P1;21/04/2021;Sp Lisbon;Belenenses;2;2;D;0;1;A;28;3;9;3;14;14;9;0;1;3;0;0
P1;22/04/2021;Tondela;Nacional;2;1;H;1;1;D;6;11;5;5;14;20;6;7;2;4;0;1
P1;22/04/2021;Gil Vicente;Famalicao;0;3;A;0;0;D;10;14;5;5;11;11;6;5;1;2;1;0
P1;22/04/2021;Portimonense;Benfica;1;5;A;1;1;D;8;15;3;6;10;15;5;4;1;2;0;0
P1;22/04/2021;Porto;Guimaraes;1;0;H;0;0;D;15;4;7;1;9;7;8;4;1;0;0;0
P1;25/04/2021;Boavista;Maritimo;0;1;A;0;0;D;9;10;3;3;10;17;3;8;2;1;0;0
P1;25/04/2021;Rio Ave;Pacos Ferreira;1;1;D;0;1;A;7;9;2;3;13;17;5;2;2;1;1;0
P1;25/04/2021;Sp Braga;Sp Lisbon;0;1;A;0;0;D;17;5;4;1;22;9;6;2;4;5;0;1
P1;26/04/2021;Belenenses;Gil Vicente;2;1;H;0;1;A;8;16;3;4;6;9;4;5;3;2;0;0
P1;26/04/2021;Benfica;Santa Clara;2;1;H;1;0;H;10;16;1;7;14;11;5;4;2;0;0;0
P1;26/04/2021;Famalicao;Tondela;2;2;D;2;2;D;11;11;4;2;15;14;8;9;3;1;0;0
P1;26/04/2021;Nacional;Guimaraes;1;0;H;1;0;H;8;6;6;1;20;16;6;4;3;3;0;0
P1;26/04/2021;Moreirense;Porto;1;1;D;1;0;H;10;20;4;7;19;12;6;11;2;4;0;0
P1;27/04/2021;Farense;Portimonense;1;1;D;1;0;H;10;17;3;6;12;16;8;5;2;2;0;0
P1;29/04/2021;Maritimo;Sp Braga;1;0;H;0;0;D;7;12;2;4;13;11;2;8;5;2;0;0
P1;30/04/2021;Pacos Ferreira;Belenenses;1;0;H;0;0;D;13;7;6;1;17;20;3;5;3;2;1;0
P1;30/04/2021;Guimaraes;Moreirense;2;0;H;2;0;H;15;14;7;2;13;11;4;10;3;1;0;0
P1;30/04/2021;Tondela;Benfica;0;2;A;0;2;A;7;13;3;6;12;4;3;6;0;1;0;0
P1;30/04/2021;Porto;Famalicao;3;2;H;1;1;D;10;9;4;3;18;19;5;4;1;3;0;0
P1;01/05/2021;Gil Vicente;Farense;0;0;D;0;0;D;11;11;3;3;15;18;5;4;3;2;0;0
P1;01/05/2021;Portimonense;Rio Ave;0;0;D;0;0;D;6;11;1;2;21;10;6;10;2;0;0;0
P1;01/05/2021;Santa Clara;Boavista;3;3;D;1;1;D;15;10;6;5;18;15;5;4;3;2;0;0
P1;01/05/2021;Sp Lisbon;Nacional;2;0;H;0;0;D;19;2;8;1;10;30;7;4;2;5;0;1
